radius ,lambda,r/ lambda,Theta (incident angle),Background1 RI,Backgrnd2 RI,Ri1 of particle 1,Loss1 of particle 1,Kai1 of particle 1,Ri2 of particle 2,Loss2 of particle 2,Kai2 of particle 2,Ri3 of particle 3,Loss3 of particle 3,Kai3 of particle 3,Force F1,Force F2,Force F3,Class Label
95,936,0.101495726,45,1,1,1.45,0.031,0,0.19337,5.9841,0,1.45,0,1,pull,push ,lateral,Positive Class
96,938,0.102345416,45,1,1,1.45,0.032,0,0.19337,5.9841,0,1.45,0,1,pull,push ,lateral,Positive Class
97,940,0.103191489,45,1,1,1.45,0.033,0,0.19609,6.0214,0,1.45,0,1,pull,push ,lateral,Positive Class
98,942,0.10403397,45,1,1,1.45,0.034,0,0.19609,6.0214,0,1.45,0,1,pull,push ,lateral,Positive Class
99,944,0.104872881,45,1,1,1.45,0.035,0,0.19609,6.0214,0,1.45,0,1,pull,push ,lateral,Positive Class
100,946,0.105708245,45,1,1,1.45,0.036,0,0.1988,6.0662,0,1.45,0,1,pull,push ,lateral,Positive Class
90,960,0.09375,45,1,1,1.45,0.043,0,0.20696,6.1708,0,1.45,0,1,pull,push ,lateral,Positive Class
91,962,0.094594595,45,1,1,1.45,0.044,0,0.20696,6.1708,0,1.45,0,1,pull,push ,lateral,Positive Class
92,964,0.095435685,45,1,1,1.45,0.045,0,0.20696,6.1708,0,1.45,0,1,pull,push ,lateral,Positive Class
93,966,0.096273292,45,1,1,1.45,0.01,0,0.20696,6.1708,0,1.45,0,1,pull,push ,lateral,Positive Class
100,980,0.102040816,45,1,1,1.45,0.08,0,0.21783,6.3201,0,1.45,0,1,pull,push ,lateral,Positive Class
100,700,0.142857143,45,1,1,1.45,0,0,0.16,3.8,0,1.45,0,-0.5,pull,push ,lateral,Positive Class
100,705,0.141843972,45,1,1,1.45,0,0,0.161,4.08769,0,1.45,0,-0.4,pull,push ,lateral,Positive Class
100,710,0.14084507,45,1,1,1.45,0,0,0.161,4.08769,0,1.45,0,-0.3,pull,push ,lateral,Positive Class
100,715,0.13986014,45,1,1,1.45,0,0,0.161,4.08769,0,1.45,0,-0.2,pull,push ,lateral,Positive Class
100,720,0.138888889,45,1,1,1.45,0,0,0.161,4.08769,0,1.45,0,-0.1,pull,push ,lateral,Positive Class
96,770,0.124675325,45,1,1,1.45,0,0,0.17,4.61019,0,1.45,0,-0.2,pull,push ,lateral,Positive Class
97,775,0.12516129,45,1,1,1.45,0,0,0.176,4.86,0,1.45,0,-0.1,pull,push ,lateral,Positive Class
98,780,0.125641026,45,1,1,1.45,0,0,0.176,4.86,0,1.45,0,0.25,pull,push ,lateral,Positive Class
99,785,0.12611465,45,1,1,1.45,0,0,0.176,4.86,0,1.45,0,0.1,pull,push ,lateral,Positive Class
100,790,0.126582278,45,1,1,1.45,0,0,0.176,4.86,0,1.45,0,0.2,pull,push ,lateral,Positive Class
100,930,0.107526882,45,1,1,1.45,0,0,0.19065,5.9468,0,1.45,0,-0.3,pull,push ,lateral,Positive Class
100,932,0.107296137,45,1,1,1.45,0,0,0.19065,5.9468,0,1.45,0,-0.2,pull,push ,lateral,Positive Class
100,934,0.107066381,45,1,1,1.45,0,0,0.19337,5.9841,0,1.45,0,-0.1,pull,push ,lateral,Positive Class
100,936,0.106837607,45,1,1,1.45,0,0,0.19337,5.9841,0,1.45,0,0.1,pull,push ,lateral,Positive Class
100,938,0.106609808,45,1,1,1.45,0,0,0.19337,5.9841,0,1.45,0,0.2,pull,push ,lateral,Positive Class
100,940,0.106382979,45,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,-0.5,pull,push ,lateral,Positive Class
100,942,0.106157113,45,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,-0.4,pull,push ,lateral,Positive Class
100,944,0.105932203,45,1,1,1.45,0,0,0.19609,6.0214,0,1.45,0,-0.3,pull,push ,lateral,Positive Class
100,946,0.105708245,45,1,1,1.45,0,0,0.1988,6.0662,0,1.45,0,-0.2,pull,push ,lateral,Positive Class
94,960,0.097916667,45,1,1,1.45,0,0,0.20696,6.1708,0,1.45,0,0.5,pull,push ,lateral,Positive Class
95,962,0.098752599,45,1,1,1.45,0,0,0.20696,6.1708,0,1.45,0,-0.5,pull,push ,lateral,Positive Class
96,964,0.099585062,45,1,1,1.45,0,0,0.20696,6.1708,0,1.45,0,-0.4,pull,push ,lateral,Positive Class
97,966,0.100414079,45,1,1,1.45,0,0,0.20696,6.1708,0,1.45,0,-0.3,pull,push ,lateral,Positive Class
100,980,0.102040816,45,1,1,1.45,0,0,0.21783,6.3201,0,1.45,0,-0.1,pull,push ,lateral,Positive Class
100,940,0.106382979,45,1,1.33,1.45,0,0,1.45,0,0,1.45,0.001,0,push,push,push,Negative Class
100,914,0.10940919,45,1,1.33,1.45,0.001,0,1.45,0,0,1.45,0.002,0,push,push,push,Negative Class
100,916,0.109170306,45,1,1.33,1.45,0.002,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,918,0.108932462,45,1,1.33,1.45,0.003,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,920,0.108695652,45,1,1.33,1.45,0.001,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,922,0.10845987,45,1,1.33,1.45,0.001,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,924,0.108225108,45,1,1.33,1.45,0.002,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,926,0.107991361,45,1,1,1.45,0.001,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,928,0.107758621,45,1,1,1.45,0.001,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,930,0.107526882,45,1,1,1.45,0.001,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,932,0.107296137,45,1,1,1.45,0.002,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,934,0.107066381,45,1,1,1.45,0,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,936,0.106837607,45,1,1,1.45,0,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,938,0.106609808,45,1,1,1.45,0,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,940,0.106382979,45,1,1,1.45,0,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,942,0.106157113,45,1.33,1.33,1.45,0,0,1.45,0,0,1.45,0,0,push,push,push,Negative Class
100,944,0.105932203,45,1.33,1.33,1.45,0,0,1.45,0.001,0,1.45,0,0,push,push,push,Negative Class
97,730,0.132876712,45,1,1.33,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
98,730,0.134246575,45,1,1.33,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
97,730,0.132876712,45,1,1.33,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
100,730,0.136986301,45,1,1.33,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
100,730,0.136986301,45,1,1.33,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
100,730,0.136986301,45,1,1.33,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
90,730,0.123287671,45,1,1.33,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
100,730,0.136986301,45,1,1,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
100,730,0.136986301,45,1,1,0.164,4.357,0,0.035049,5.038,0,0.22485,4.4328,1,push,push,push,Negative Class
100,780,0.128205128,45,1,1,0.176,4.86,0,0.033687,5.4208,0,0.24737,4.8549,1,push,push,push,Negative Class
100,780,0.128205128,45,1,1,0.176,4.86,0,0.033687,5.4208,0,0.24737,4.8549,1,push,push,push,Negative Class
92,780,0.117948718,45,1,1,0.176,4.86,0,0.033687,5.4208,0,0.24737,4.8549,1,push,push,push,Negative Class
100,780,0.128205128,45,1,1,0.176,4.86,0,0.033687,5.4208,0,0.24737,4.8549,1,push,push,push,Negative Class
100,800,0.125,45,1,1,0.181,5.12581,0,0.036759,5.5698,0,0.25352,5.0131,1,push,push,push,Negative Class
100,1100,0.090909091,45,1,1,0.2775,7.2433,0,0.044688,7.8918,0,0.37125,7.3134,1,push,push,push,Negative Class
98,1100,0.089090909,45,1.33,1.33,0.2775,7.2433,0,0.044688,7.8918,0,0.37125,7.3134,1,push,push,push,Negative Class
100,1100,0.090909091,45,1.33,1.33,0.2775,7.2433,0,0.044688,7.8918,0,0.37125,7.3134,1,push,push,push,Negative Class
100,680,0.147058824,45,1,1,1.45,0,1,1.45,0,0.5,1.45,0,0.5,lateral,lateral,lateral,Negative Class
97,730,0.132876712,45,1,1.33,1.45,0,0.5,1.45,0,1,1.45,0,0.2,lateral,lateral,lateral,Negative Class
98,730,0.134246575,45,1,1.33,1.45,0,0.1,1.45,0,1,1.45,0,0.1,lateral,lateral,lateral,Negative Class
97,730,0.132876712,45,1,1.33,1.45,0,0.1,1.45,0,1,1.45,0,1,lateral,lateral,lateral,Negative Class
100,730,0.136986301,45,1,1.33,1.45,0,0.1,1.45,0,1,1.45,0,1,lateral,lateral,lateral,Negative Class
100,730,0.136986301,45,1,1.33,1.45,0,0.1,1.45,0,1,1.45,0,1,lateral,lateral,lateral,Negative Class
100,730,0.136986301,45,1,1.33,1.45,0,0.2,1.45,0,1,1.45,0,1,lateral,lateral,lateral,Negative Class
90,730,0.123287671,45,1,1.33,1.45,0,0.2,1.45,0,1,1.45,0,1,lateral,lateral,lateral,Negative Class
100,730,0.136986301,45,1,1,1.45,0,0.2,1.45,0,-1,1.45,0,1,lateral,lateral,lateral,Negative Class
100,730,0.136986301,45,1,1,1.45,0,0.1,1.45,0,-1,1.45,0,1,lateral,lateral,lateral,Negative Class
100,780,0.128205128,45,1,1,1.45,0,0.1,1.45,0,-1,1.45,0,-1,lateral,lateral,lateral,Negative Class
100,780,0.128205128,45,1,1,1.45,0,0.1,1.45,0,-0.5,1.45,0,-1,lateral,lateral,lateral,Negative Class
92,780,0.117948718,45,1,1,1.45,0,0.5,1.45,0,-0.5,1.45,0,-1,lateral,lateral,lateral,Negative Class
100,780,0.128205128,45,1,1,1.45,0,0.5,1.45,0,-0.5,1.45,0,0.5,lateral,lateral,lateral,Negative Class
100,800,0.125,45,1,1,1.45,0,0.5,1.45,0,-0.5,1.45,0,0.5,lateral,lateral,lateral,Negative Class
100,1100,0.090909091,45,1,1,1.45,0,0.5,1.45,0,0.5,1.45,0,0.5,lateral,lateral,lateral,Negative Class
98,1100,0.089090909,45,1.33,1.33,1.45,0,1,1.45,0,1,1.45,0,0.5,lateral,lateral,lateral,Negative Class
100,1100,0.090909091,45,1.33,1.33,1.45,0,1,1.45,0,1,1.45,0,0.5,lateral,lateral,lateral,Negative Class
100,600,0.166666667,45,1,1,1.45,0,0,1.215,1.8434,0,1.45,0,1,push,push,lateral,Negative Class
100,601,0.166389351,45,1,1,1.45,0,0,1.1601,1.8401,0,1.45,0,-1,push,push,lateral,Negative Class
100,602,0.166112957,45,1,1,1.45,0,0,1.105,1.8369,0,1.45,0,1,push,push,lateral,Negative Class
100,603,0.165837479,45,1,1,1.45,0,0,1.0499,1.8336,0,1.45,0,-1,push,push,lateral,Negative Class
100,604,0.165562914,45,1,1,1.45,0,0,0.97112,1.8737,0,1.45,0,1,push,push,lateral,Negative Class
100,605,0.165289256,45,1,1,1.45,0,0,0.88712,1.9233,0,1.45,0,-1,push,push,lateral,Negative Class
100,606,0.165016502,45,1,1,1.45,0,0,0.80312,1.9729,0,1.45,0,1,push,push,lateral,Negative Class
100,607,0.164744646,45,1,1,1.45,0,0,0.71912,2.225,0,1.45,0,-1,push,push,lateral,Negative Class
100,608,0.164473684,45,1,1,1.45,0,0,0.63512,2.0721,0,1.45,0,1,push,push,lateral,Negative Class
100,609,0.164203612,45,1,1,1.45,0,0,0.59188,2.1364,0,1.45,0,-1,push,push,lateral,Negative Class
100,610,0.163934426,45,1,1,1.45,0,0,0.55758,2.2039,0,1.45,0,1,push,push,lateral,Negative Class
100,611,0.163666121,45,1,1,1.45,0,0,0.52329,2.2714,0,1.45,0,-1,push,push,lateral,Negative Class
100,612,0.163398693,45,1,1,1.45,0,0,0.48899,2.3389,0,1.45,0,1,push,push,lateral,Negative Class
100,613,0.163132137,45,1,1,1.45,0,0,0.45469,2.4064,0,1.45,0,-1,push,push,lateral,Negative Class
100,614,0.16286645,45,1,1,1.45,0,0,0.42415,2.4721,0,1.45,0,1,push,push,lateral,Negative Class
100,615,0.162601626,45,1,1,1.45,0,0,0.40325,2.5329,0,1.45,0,-1,push,push,lateral,Negative Class
100,616,0.162337662,45,1,1,1.45,0,0,0.38236,2.5938,0,1.45,0,1,push,push,lateral,Negative Class
100,617,0.162074554,45,1,1,1.45,0,0,0.36146,2.6547,0,1.45,0,-1,push,push,lateral,Negative Class
100,618,0.161812298,45,1,1,1.45,0,0,0.34057,2.7156,0,1.45,0,1,push,push,lateral,Negative Class
100,619,0.161550889,45,1,1,1.45,0,0,0.31967,2.7765,0,1.45,0,-1,push,push,lateral,Negative Class
100,620,0.161290323,45,1,1,1.45,0,0,0.29878,2.8374,0,1.45,0,1,push,push,lateral,Negative Class
100,621,0.161030596,45,1,1,1.45,0,0,2.8331,2.8972,0,1.45,0,-1,push,push,lateral,Negative Class
100,622,0.160771704,45,1,1,1.45,0,0,0.27179,2.9561,0,1.45,0,1,push,push,lateral,Negative Class
100,623,0.160513644,45,1,1,1.45,0,0,0.325,7.5542,0,1.45,0,-1,push,push,lateral,Negative Class
100,624,0.16025641,45,1,1,1.45,0,0,0.26026,3.015,0,1.45,0,1,push,push,lateral,Negative Class
100,625,0.16,45,1,1,1.45,0,0,0.2372,3.1329,0,1.45,0,-1,push,push,lateral,Negative Class
100,626,0.159744409,45,1,1,1.45,0,0,0.22568,3.1919,0,1.45,0,1,push,push,lateral,Negative Class
100,627,0.159489633,45,1,1,1.45,0,0,0.71912,2.225,0,1.45,0,1,push,push,lateral,Negative Class
100,628,0.159235669,45,1,1,1.45,0,0,0.63512,2.0721,0,1.45,0,1,push,push,lateral,Negative Class
100,629,0.158982512,45,1,1,1.45,0,0,0.59188,2.1364,0,1.45,0,1,push,push,lateral,Negative Class
100,630,0.158730159,45,1,1,1.45,0,0,0.55758,2.2039,0,1.45,0,1,push,push,lateral,Negative Class
100,631,0.158478605,45,1,1,1.45,0,0,0.52329,2.2714,0,1.45,0,1,push,push,lateral,Negative Class
100,632,0.158227848,45,1,1,1.45,0,0,0.48899,2.3389,0,1.45,0,1,push,push,lateral,Negative Class
100,633,0.157977883,45,1,1,1.45,0,0,0.45469,2.4064,0,1.45,0,1,push,push,lateral,Negative Class
100,634,0.157728707,45,1,1,1.45,0,0,0.42415,2.4721,0,1.45,0,1,push,push,lateral,Negative Class
100,635,0.157480315,45,1,1,1.45,0,0,0.40325,2.5329,0,1.45,0,1,push,push,lateral,Negative Class
100,636,0.157232704,45,1,1,1.45,0,0,0.38236,2.5938,0,1.45,0,1,push,push,lateral,Negative Class
100,637,0.156985871,45,1,1,1.45,0,0,0.36146,2.6547,0,1.45,0,1,push,push,lateral,Negative Class
100,638,0.156739812,45,1,1,1.45,0,0,0.34057,2.7156,0,1.45,0,1,push,push,lateral,Negative Class
100,639,0.156494523,45,1,1,1.45,0,0,0.31967,2.7765,0,1.45,0,1,push,push,lateral,Negative Class
100,640,0.15625,45,1,1,1.45,0,0,0.29878,2.8374,0,1.45,0,1,push,push,lateral,Negative Class
100,641,0.15600624,45,1,1,1.45,0,0,2.8331,2.8972,0,1.45,0,1,push,push,lateral,Negative Class
100,642,0.15576324,45,1,1,1.45,0,0,0.27179,2.9561,0,1.45,0,1,push,push,lateral,Negative Class
100,643,0.155520995,45,1,1,1.45,0,0,0.325,7.5542,0,1.45,0,1,push,push,lateral,Negative Class
100,644,0.155279503,45,1,1,1.45,0,0,0.26026,3.015,0,1.45,0,1,push,push,lateral,Negative Class
100,645,0.15503876,45,1,1,1.45,0,0,0.2372,3.1329,0,1.45,0,1,push,push,lateral,Negative Class
100,646,0.154798762,45,1,1,1.45,0,0,0.22568,3.1919,0,1.45,0,1,push,push,lateral,Negative Class
100,647,0.154559505,45,1,1,1.45,0,0,1.215,1.8434,0,1.45,0,1,push,push,lateral,Negative Class
100,648,0.154320988,45,1,1,1.45,0,0,1.1601,1.8401,0,1.45,0,1,push,push,lateral,Negative Class
100,649,0.154083205,45,1,1,1.45,0,0,1.105,1.8369,0,1.45,0,1,push,push,lateral,Negative Class
100,650,0.153846154,45,1,1,1.45,0,0,1.0499,1.8336,0,1.45,0,1,push,push,lateral,Negative Class
100,600,0.166666667,45,1,1.33,1.45,0,0,1.215,1.8434,0,1.45,0,1,push,push,lateral,Negative Class
100,601,0.166389351,45,1,1.33,1.45,0,0,1.1601,1.8401,0,1.45,0,-1,push,push,lateral,Negative Class
100,602,0.166112957,45,1,1.33,1.45,0,0,1.105,1.8369,0,1.45,0,1,push,push,lateral,Negative Class
100,603,0.165837479,45,1,1.33,1.45,0,0,1.0499,1.8336,0,1.45,0,-1,push,push,lateral,Negative Class
100,604,0.165562914,45,1,1.33,1.45,0,0,0.97112,1.8737,0,1.45,0,1,push,push,lateral,Negative Class
100,605,0.165289256,45,1,1.33,1.45,0,0,0.88712,1.9233,0,1.45,0,-1,push,push,lateral,Negative Class
100,606,0.165016502,45,1,1.33,1.45,0,0,0.80312,1.9729,0,1.45,0,1,push,push,lateral,Negative Class
100,607,0.164744646,45,1,1.33,1.45,0,0,0.71912,2.225,0,1.45,0,-1,push,push,lateral,Negative Class
100,608,0.164473684,45,1,1.33,1.45,0,0,0.63512,2.0721,0,1.45,0,1,push,push,lateral,Negative Class
100,609,0.164203612,45,1,1.33,1.45,0,0,0.59188,2.1364,0,1.45,0,-1,push,push,lateral,Negative Class
100,610,0.163934426,45,1,1.33,1.45,0,0,0.55758,2.2039,0,1.45,0,1,push,push,lateral,Negative Class
100,611,0.163666121,45,1,1.33,1.45,0,0,0.52329,2.2714,0,1.45,0,-1,push,push,lateral,Negative Class
100,612,0.163398693,45,1,1.33,1.45,0,0,0.48899,2.3389,0,1.45,0,1,push,push,lateral,Negative Class
100,613,0.163132137,45,1,1.33,1.45,0,0,0.45469,2.4064,0,1.45,0,-1,push,push,lateral,Negative Class
100,614,0.16286645,45,1,1.33,1.45,0,0,0.42415,2.4721,0,1.45,0,1,push,push,lateral,Negative Class
100,615,0.162601626,45,1,1.33,1.45,0,0,0.40325,2.5329,0,1.45,0,-1,push,push,lateral,Negative Class
100,616,0.162337662,45,1,1.33,1.45,0,0,0.38236,2.5938,0,1.45,0,1,push,push,lateral,Negative Class
100,617,0.162074554,45,1,1.33,1.45,0,0,0.36146,2.6547,0,1.45,0,-1,push,push,lateral,Negative Class
100,618,0.161812298,45,1,1.33,1.45,0,0,0.34057,2.7156,0,1.45,0,1,push,push,lateral,Negative Class
100,619,0.161550889,45,1,1.33,1.45,0,0,0.31967,2.7765,0,1.45,0,-1,push,push,lateral,Negative Class
100,620,0.161290323,45,1,1.33,1.45,0,0,0.29878,2.8374,0,1.45,0,1,push,push,lateral,Negative Class
100,621,0.161030596,45,1,1.33,1.45,0,0,2.8331,2.8972,0,1.45,0,-1,push,push,lateral,Negative Class
100,622,0.160771704,45,1,1.33,1.45,0,0,0.27179,2.9561,0,1.45,0,1,push,push,lateral,Negative Class
100,623,0.160513644,45,1,1.33,1.45,0,0,0.325,7.5542,0,1.45,0,-1,push,push,lateral,Negative Class
100,624,0.16025641,45,1,1.33,1.45,0,0,0.26026,3.015,0,1.45,0,1,push,push,lateral,Negative Class
100,625,0.16,45,1,1.33,1.45,0,0,0.2372,3.1329,0,1.45,0,-1,push,push,lateral,Negative Class
100,626,0.159744409,45,1,1.33,1.45,0,0,0.22568,3.1919,0,1.45,0,1,push,push,lateral,Negative Class
100,627,0.159489633,45,1,1.33,1.45,0,0,0.71912,2.225,0,1.45,0,1,push,push,lateral,Negative Class
100,628,0.159235669,45,1,1.33,1.45,0,0,0.63512,2.0721,0,1.45,0,1,push,push,lateral,Negative Class
100,629,0.158982512,45,1,1.33,1.45,0,0,0.59188,2.1364,0,1.45,0,1,push,push,lateral,Negative Class
100,630,0.158730159,45,1,1.33,1.45,0,0,0.55758,2.2039,0,1.45,0,1,push,push,lateral,Negative Class
100,631,0.158478605,45,1,1.33,1.45,0,0,0.52329,2.2714,0,1.45,0,1,push,push,lateral,Negative Class
100,632,0.158227848,45,1,1.33,1.45,0,0,0.48899,2.3389,0,1.45,0,1,push,push,lateral,Negative Class
100,633,0.157977883,45,1,1.33,1.45,0,0,0.45469,2.4064,0,1.45,0,1,push,push,lateral,Negative Class
100,634,0.157728707,45,1,1.33,1.45,0,0,0.42415,2.4721,0,1.45,0,1,push,push,lateral,Negative Class
100,635,0.157480315,45,1,1.33,1.45,0,0,0.40325,2.5329,0,1.45,0,1,push,push,lateral,Negative Class
100,636,0.157232704,45,1,1.33,1.45,0,0,0.38236,2.5938,0,1.45,0,1,push,push,lateral,Negative Class
100,637,0.156985871,45,1,1.33,1.45,0,0,0.36146,2.6547,0,1.45,0,1,push,push,lateral,Negative Class
100,638,0.156739812,45,1,1.33,1.45,0,0,0.34057,2.7156,0,1.45,0,1,push,push,lateral,Negative Class
100,639,0.156494523,45,1,1.33,1.45,0,0,0.31967,2.7765,0,1.45,0,1,push,push,lateral,Negative Class
100,640,0.15625,45,1,1.33,1.45,0,0,0.29878,2.8374,0,1.45,0,1,push,push,lateral,Negative Class
100,641,0.15600624,45,1,1.33,1.45,0,0,2.8331,2.8972,0,1.45,0,1,push,push,lateral,Negative Class
100,642,0.15576324,45,1,1.33,1.45,0,0,0.27179,2.9561,0,1.45,0,1,push,push,lateral,Negative Class
100,643,0.155520995,45,1,1.33,1.45,0,0,0.325,7.5542,0,1.45,0,1,push,push,lateral,Negative Class
100,644,0.155279503,45,1,1.33,1.45,0,0,0.26026,3.015,0,1.45,0,1,push,push,lateral,Negative Class
100,645,0.15503876,45,1,1.33,1.45,0,0,0.2372,3.1329,0,1.45,0,1,push,push,lateral,Negative Class
100,646,0.154798762,45,1,1.33,1.45,0,0,0.22568,3.1919,0,1.45,0,1,push,push,lateral,Negative Class
100,647,0.154559505,45,1,1.33,1.45,0,0,1.215,1.8434,0,1.45,0,1,push,push,lateral,Negative Class
100,648,0.154320988,45,1,1.33,1.45,0,0,1.1601,1.8401,0,1.45,0,1,push,push,lateral,Negative Class
100,649,0.154083205,45,1,1.33,1.45,0,0,1.105,1.8369,0,1.45,0,1,push,push,lateral,Negative Class
100,650,0.153846154,45,1,1.33,1.45,0,0,1.0499,1.8336,0,1.45,0,1,push,push,lateral,Negative Class
100,600,0.166666667,45,1.33,1.33,1.45,0,0,1.215,1.8434,0,1.45,0,1,push,push,lateral,Negative Class
100,601,0.166389351,45,1.33,1.33,1.45,0,0,1.1601,1.8401,0,1.45,0,-1,push,push,lateral,Negative Class
100,602,0.166112957,45,1.33,1.33,1.45,0,0,1.105,1.8369,0,1.45,0,1,push,push,lateral,Negative Class
100,603,0.165837479,45,1.33,1.33,1.45,0,0,1.0499,1.8336,0,1.45,0,-1,push,push,lateral,Negative Class
100,604,0.165562914,45,1.33,1.33,1.45,0,0,0.97112,1.8737,0,1.45,0,1,push,push,lateral,Negative Class
100,605,0.165289256,45,1.33,1.33,1.45,0,0,0.88712,1.9233,0,1.45,0,-1,push,push,lateral,Negative Class
100,606,0.165016502,45,1.33,1.33,1.45,0,0,0.80312,1.9729,0,1.45,0,1,push,push,lateral,Negative Class
100,607,0.164744646,45,1.33,1.33,1.45,0,0,0.71912,2.225,0,1.45,0,-1,push,push,lateral,Negative Class
100,608,0.164473684,45,1.33,1.33,1.45,0,0,0.63512,2.0721,0,1.45,0,1,push,push,lateral,Negative Class
100,609,0.164203612,45,1.33,1.33,1.45,0,0,0.59188,2.1364,0,1.45,0,-1,push,push,lateral,Negative Class
100,610,0.163934426,45,1.33,1.33,1.45,0,0,0.55758,2.2039,0,1.45,0,1,push,push,lateral,Negative Class
100,611,0.163666121,45,1.33,1.33,1.45,0,0,0.52329,2.2714,0,1.45,0,-1,push,push,lateral,Negative Class
100,612,0.163398693,45,1.33,1.33,1.45,0,0,0.48899,2.3389,0,1.45,0,1,push,push,lateral,Negative Class
100,613,0.163132137,45,1.33,1.33,1.45,0,0,0.45469,2.4064,0,1.45,0,-1,push,push,lateral,Negative Class
100,614,0.16286645,45,1.33,1.33,1.45,0,0,0.42415,2.4721,0,1.45,0,1,push,push,lateral,Negative Class
100,615,0.162601626,45,1.33,1.33,1.45,0,0,0.40325,2.5329,0,1.45,0,-1,push,push,lateral,Negative Class
100,616,0.162337662,45,1.33,1.33,1.45,0,0,0.38236,2.5938,0,1.45,0,1,push,push,lateral,Negative Class
100,617,0.162074554,45,1.33,1.33,1.45,0,0,0.36146,2.6547,0,1.45,0,-1,push,push,lateral,Negative Class
100,618,0.161812298,45,1.33,1.33,1.45,0,0,0.34057,2.7156,0,1.45,0,1,push,push,lateral,Negative Class
100,619,0.161550889,45,1.33,1.33,1.45,0,0,0.31967,2.7765,0,1.45,0,-1,push,push,lateral,Negative Class
100,620,0.161290323,45,1.33,1.33,1.45,0,0,0.29878,2.8374,0,1.45,0,1,push,push,lateral,Negative Class
100,621,0.161030596,45,1.33,1.33,1.45,0,0,2.8331,2.8972,0,1.45,0,-1,push,push,lateral,Negative Class
100,622,0.160771704,45,1.33,1.33,1.45,0,0,0.27179,2.9561,0,1.45,0,1,push,push,lateral,Negative Class
100,623,0.160513644,45,1.33,1.33,1.45,0,0,0.325,7.5542,0,1.45,0,-1,push,push,lateral,Negative Class
100,624,0.16025641,45,1.33,1.33,1.45,0,0,0.26026,3.015,0,1.45,0,1,push,push,lateral,Negative Class
100,625,0.16,45,1.33,1.33,1.45,0,0,0.2372,3.1329,0,1.45,0,-1,push,push,lateral,Negative Class
100,626,0.159744409,45,1.33,1.33,1.45,0,0,0.22568,3.1919,0,1.45,0,1,push,push,lateral,Negative Class
100,627,0.159489633,45,1.33,1.33,1.45,0,0,0.71912,2.225,0,1.45,0,1,push,push,lateral,Negative Class
100,628,0.159235669,45,1.33,1.33,1.45,0,0,0.63512,2.0721,0,1.45,0,1,push,push,lateral,Negative Class
100,629,0.158982512,45,1.33,1.33,1.45,0,0,0.59188,2.1364,0,1.45,0,1,push,push,lateral,Negative Class
100,630,0.158730159,45,1.33,1.33,1.45,0,0,0.55758,2.2039,0,1.45,0,1,push,push,lateral,Negative Class
100,631,0.158478605,45,1.33,1.33,1.45,0,0,0.52329,2.2714,0,1.45,0,1,push,push,lateral,Negative Class
100,632,0.158227848,45,1.33,1.33,1.45,0,0,0.48899,2.3389,0,1.45,0,1,push,push,lateral,Negative Class
100,633,0.157977883,45,1.33,1.33,1.45,0,0,0.45469,2.4064,0,1.45,0,1,push,push,lateral,Negative Class
100,634,0.157728707,45,1.33,1.33,1.45,0,0,0.42415,2.4721,0,1.45,0,1,push,push,lateral,Negative Class
100,635,0.157480315,45,1.33,1.33,1.45,0,0,0.40325,2.5329,0,1.45,0,1,push,push,lateral,Negative Class
100,636,0.157232704,45,1.33,1.33,1.45,0,0,0.38236,2.5938,0,1.45,0,1,push,push,lateral,Negative Class
100,637,0.156985871,45,1.33,1.33,1.45,0,0,0.36146,2.6547,0,1.45,0,1,push,push,lateral,Negative Class
100,638,0.156739812,45,1.33,1.33,1.45,0,0,0.34057,2.7156,0,1.45,0,1,push,push,lateral,Negative Class
100,639,0.156494523,45,1.33,1.33,1.45,0,0,0.31967,2.7765,0,1.45,0,1,push,push,lateral,Negative Class
